id,Order,MS SubClass,MS Zoning,Lot Area,Lot Shape,Land Contour,Lot Config,Neighborhood,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Exter Qual,Foundation,BsmtFin SF 1,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
2598,2552,18,RL,10555,Reg,Lvl,Inside,Sawyer,1Fam,1Story,4,4,1965,1966,Hip,Wd Sdng,Wd Sdng,TA,CBlock,0,995,1002,TA,Y,SBrkr,1116,0,1145,0,1,0,2,0,TA,5,0,0,566,Y,0,0,10,2006,WD ,Normal,145232
2599,710,119,RM,924,Reg,Lvl,Inside,NridgHt,1Fam,1Story,5,5,2003,2008,Hip,VinylSd,VinylSd,Gd,PConc,518,560,1695,Ex,Y,SBrkr,1895,0,1637,0,1,0,2,0,Gd,6,0,1,707,Y,0,88,6,2009,WD ,Normal,285069
2600,1311,179,RL,7532,Reg,Lvl,Inside,Mitchel,2fmCon,1Story,5,6,1977,2006,Gable,Wd Sdng,HdBoard,TA,CBlock,1123,926,1403,Gd,Y,FuseA,1526,0,1555,0,3,0,0,0,TA,4,0,1,565,Y,251,0,5,2008,WD ,Normal,164094
2601,1887,19,RL,7828,IR1,Lvl,Inside,CollgCr,1Fam,1Story,4,7,1998,2004,Gable,VinylSd,Plywood,TA,PConc,1132,82,1748,Ex,Y,SBrkr,1542,0,1491,0,2,0,2,0,TA,5,0,1,703,Y,54,11,2,2007,WD ,Normal,177076
2602,2159,16,RL,7976,Reg,Lvl,Inside,Timber,1Fam,1Story,6,5,2011,2009,Hip,VinylSd,VinylSd,Ex,PConc,1563,547,1941,Ex,Y,SBrkr,1983,0,1777,0,2,0,2,0,Ex,6,0,2,1100,Y,34,54,11,2007,New,Partial,433125
2603,2036,18,RL,6356,Reg,Lvl,Inside,NAmes,1Fam,1Story,4,5,1955,1974,Gable,Wd Sdng,Wd Sdng,TA,CBlock,664,543,1039,TA,Y,SBrkr,1541,0,1511,0,1,0,2,0,TA,5,0,1,378,Y,0,0,2,2006,WD ,Normal,149856
2604,2583,19,RL,8832,IR1,Lvl,Inside,NAmes,1Fam,1Story,6,5,2004,1996,Gable,VinylSd,Wd Sdng,TA,CBlock,564,602,939,TA,Y,SBrkr,1193,0,1180,0,2,0,1,0,TA,6,0,1,558,Y,37,0,9,2006,WD ,Normal,172340
2605,1013,56,FV,9613,Reg,Lvl,Inside,StoneBr,1Fam,2Story,9,5,2008,2009,Gable,VinylSd,VinylSd,Ex,PConc,1086,578,1861,Ex,Y,SBrkr,2003,1669,3529,0,3,0,3,0,Ex,10,0,2,1105,Y,40,10,7,2009,New,Partial,419578
2606,0,44,RL,2162,IR1,Lvl,Inside,Edwards,1Fam,1.5Fin,2,5,1927,2007,Hip,MetalSd,MetalSd,Gd,PConc,0,1007,876,TA,N,SBrkr,870,618,1456,0,1,0,1,0,TA,6,0,1,374,Y,0,0,8,2010,WD ,Normal,163274
2607,813,18,RL,7742,Reg,Lvl,Inside,Gilbert,1Fam,1Story,4,5,1960,1973,Gable,MetalSd,VinylSd,TA,CBlock,958,141,980,TA,Y,SBrkr,1120,0,1033,0,1,0,1,0,TA,4,0,0,378,Y,34,0,10,2009,WD ,Normal,116230
2608,1317,20,RL,6239,Reg,Lvl,Corner,MeadowV,1Fam,1Story,4,5,1977,1974,Gable,VinylSd,VinylSd,TA,CBlock,0,60,1857,Gd,Y,SBrkr,1862,0,1407,0,1,0,2,0,TA,6,0,1,0,Y,0,9,1,2008,WD ,Normal,90179
2609,2412,44,RM,8569,Reg,Lvl,Inside,OldTown,1Fam,1.5Fin,4,7,1907,1950,Gable,Wd Sdng,Wd Sdng,Gd,CBlock,0,953,899,TA,Y,SBrkr,1137,706,1567,0,1,0,1,0,Gd,6,0,0,376,Y,0,0,6,2006,WD ,Normal,126552
2610,530,54,RL,8002,IR1,Lvl,CulDSac,NAmes,1Fam,2Story,4,5,1974,1983,Gable,Plywood,Plywood,TA,CBlock,0,953,844,Gd,Y,SBrkr,1181,1115,1152,0,1,0,1,0,TA,4,0,1,560,Y,0,0,6,2009,WD ,Normal,94616
2611,2027,19,RL,6783,IR1,Lvl,Inside,Crawfor,1Fam,1Story,6,5,2005,2007,Gable,VinylSd,Plywood,TA,CBlock,983,187,1302,Ex,Y,SBrkr,1462,0,1381,0,2,0,2,0,TA,5,0,0,708,Y,130,10,8,2007,WD ,Normal,203211
2612,2697,62,RM,11007,Reg,Lvl,Inside,OldTown,1Fam,2Story,7,5,1997,2004,Gable,HdBoard,MetalSd,TA,BrkTil,0,1323,1259,TA,Y,SBrkr,1486,1638,2627,0,3,0,3,0,Gd,6,0,2,1098,Y,0,15,5,2006,WD ,Normal,268109
2613,2612,18,RL,6207,Reg,Lvl,Inside,NAmes,1Fam,1Story,6,7,1959,1970,Hip,Wd Sdng,Wd Sdng,TA,CBlock,495,1451,1147,Ex,Y,SBrkr,1517,0,1191,0,1,0,2,0,TA,5,0,1,707,Y,0,0,9,2006,WD ,Normal,153062
2614,48,18,RL,6739,Reg,Lvl,Inside,Sawyer,1Fam,1Story,4,5,1971,2004,Gable,Wd Sdng,Wd Sdng,TA,CBlock,1614,26,1409,Ex,Y,SBrkr,1089,0,989,0,1,0,2,0,TA,10,0,1,566,Y,0,0,6,2010,WD ,Normal,142157
2615,830,19,RL,6320,Reg,Lvl,Inside,NAmes,1Fam,1Story,4,7,2006,1972,Gable,VinylSd,VinylSd,TA,CBlock,1131,403,1221,Gd,Y,SBrkr,1208,0,1171,0,1,0,1,0,TA,4,0,1,707,Y,0,0,6,2009,WD ,Normal,145155
2616,2485,18,RL,8050,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,2005,1950,Gable,MetalSd,MetalSd,TA,PConc,0,280,1184,Ex,Y,SBrkr,1501,0,1430,0,1,0,2,0,TA,4,0,1,554,Y,0,12,3,2007,WD ,Normal,129469
2617,2140,17,RL,7530,Reg,Lvl,Inside,NAmes,1Fam,1Story,4,5,1966,1974,Gable,MetalSd,Wd Sdng,TA,CBlock,1131,171,1219,Gd,Y,SBrkr,1209,0,1167,0,1,0,2,0,TA,4,0,1,565,Y,40,0,4,2007,WD ,Normal,199673
2618,1216,17,RL,8231,IR1,Lvl,Inside,NWAmes,1Fam,1Story,6,5,2004,2009,Hip,VinylSd,VinylSd,Gd,PConc,874,846,1841,Ex,Y,SBrkr,1951,0,1771,0,2,0,2,0,Gd,6,0,2,564,Y,34,10,7,2007,WD ,Normal,281867
2619,1044,55,RL,7454,IR1,Lvl,Inside,Gilbert,1Fam,2Story,6,5,2001,1999,Gable,HdBoard,HdBoard,Gd,PConc,650,481,943,Gd,Y,SBrkr,932,896,1666,0,2,0,3,0,Gd,6,0,1,566,Y,33,9,0,2009,WD ,Normal,199390
2620,2379,17,RL,6733,Reg,Lvl,Corner,NAmes,1Fam,1Story,3,6,1954,1972,Hip,MetalSd,MetalSd,TA,CBlock,0,586,1152,TA,Y,SBrkr,1484,0,1093,0,1,0,2,0,TA,6,0,0,378,N,0,0,6,2006,WD ,Normal,108698
2621,308,54,RL,10147,Reg,Lvl,Inside,Timber,1Fam,2Story,7,5,2005,2008,Gable,HdBoard,HdBoard,Gd,PConc,1642,551,1886,Ex,Y,SBrkr,2009,1126,2503,0,2,0,2,0,Ex,6,0,2,1102,Y,223,12,2,2010,New,Partial,409426
2622,542,17,RL,6544,IR1,Lvl,CulDSac,NWAmes,1Fam,1Story,5,5,2009,2009,Gable,VinylSd,VinylSd,Gd,PConc,458,150,1703,Gd,Y,SBrkr,1919,0,1751,0,2,0,2,0,Gd,6,0,1,565,Y,36,0,12,2009,WD ,Normal,258646
2623,1403,54,RL,8705,Reg,Lvl,Inside,CollgCr,1Fam,2Story,5,5,2002,2004,Gable,VinylSd,VinylSd,TA,PConc,0,942,1311,Ex,Y,SBrkr,1187,1087,1832,0,2,0,2,0,Gd,6,0,1,703,Y,172,10,7,2008,WD ,Normal,271033
2624,1355,17,RL,6859,Reg,Lvl,Inside,Timber,1Fam,1Story,4,6,1965,2008,Hip,MetalSd,MetalSd,TA,CBlock,1092,665,1233,TA,Y,FuseA,1175,0,1071,0,1,0,1,0,TA,5,0,0,378,Y,0,0,9,2008,WD ,Normal,155322
2625,999,18,RL,7615,IR1,Lvl,Inside,SawyerW,1Fam,1Story,6,5,2007,2006,Gable,HdBoard,VinylSd,Gd,PConc,1696,560,1838,Ex,Y,SBrkr,1991,0,1655,0,2,0,2,0,Gd,6,0,2,1105,Y,140,12,7,2009,WD ,Normal,409569
2626,2611,54,RM,6422,Reg,Lvl,Inside,OldTown,1Fam,1.5Fin,4,5,1932,1949,Gable,Wd Sdng,VinylSd,Gd,CBlock,497,546,891,TA,Y,SBrkr,901,846,1770,0,1,0,2,0,Gd,6,0,1,376,Y,0,0,9,2006,WD ,Normal,112876
2627,2092,26,RL,6119,IR1,HLS,Inside,NridgHt,1Fam,1Story,8,5,2011,2009,Hip,VinylSd,VinylSd,Ex,PConc,723,610,1787,Ex,Y,SBrkr,1957,0,1794,0,2,0,1,0,Ex,6,0,2,1078,Y,0,24,11,2006,WD ,Normal,119787
2628,2680,55,RL,862,Reg,Lvl,Inside,CollgCr,1Fam,2Story,6,5,2006,1968,Gable,VinylSd,VinylSd,Gd,PConc,660,635,1053,Ex,Y,SBrkr,1148,1067,1867,0,1,0,2,0,TA,6,0,1,705,Y,0,0,7,2006,WD ,Normal,165728
2629,2554,44,RM,1936,Reg,Lvl,Inside,Edwards,1Fam,1.5Fin,6,7,1928,2005,Hip,Wd Sdng,Wd Sdng,TA,CBlock,0,286,897,TA,Y,SBrkr,1207,617,1561,0,1,0,2,0,TA,5,0,1,557,Y,0,0,10,2008,WD ,Normal,119018
2630,2573,81,RL,4490,Reg,Lvl,Inside,OldTown,1Fam,SLvl,5,9,1963,1996,Gable,Wd Sdng,Wd Sdng,TA,CBlock,0,596,918,Ex,Y,SBrkr,1180,891,2515,0,2,0,2,0,TA,6,0,0,378,Y,0,0,11,2006,WD ,Normal,130575
2631,281,18,FV,8899,IR1,Lvl,Inside,NAmes,1Fam,1Story,6,6,1995,1970,Gable,VinylSd,VinylSd,TA,PConc,1038,212,1275,Ex,Y,SBrkr,1077,0,1416,0,2,0,2,0,Gd,6,0,1,1104,Y,0,52,7,2009,WD ,Normal,160742
2632,1494,80,RL,9914,Reg,Lvl,Inside,Edwards,Duplex,1Story,4,5,1972,1986,Gable,Plywood,Plywood,TA,CBlock,1639,267,1161,TA,Y,SBrkr,1531,0,1438,0,1,0,2,0,TA,5,0,0,378,Y,0,0,2,2007,WD ,Normal,129336
2633,2310,17,RL,7250,Reg,Lvl,Inside,CollgCr,1Fam,1Story,6,5,2011,2008,Gable,VinylSd,VinylSd,Gd,PConc,0,1370,1380,Ex,Y,SBrkr,1449,0,1096,0,1,0,2,0,Gd,4,0,1,566,Y,31,62,2,2007,New,Partial,157569
2634,59,17,RL,6417,IR1,Lvl,Corner,NAmes,1Fam,1Story,6,5,2001,1999,Gable,VinylSd,VinylSd,Gd,PConc,351,1867,1879,Gd,Y,SBrkr,1938,0,1823,0,2,0,2,0,TA,5,0,1,567,Y,31,12,2,2010,WD ,Normal,181879
2635,2072,18,RL,6058,Reg,Lvl,Inside,NAmes,1Fam,1Story,4,6,1982,1987,Hip,MetalSd,MetalSd,TA,CBlock,1677,43,1362,TA,Y,SBrkr,1495,0,975,0,1,0,2,0,TA,4,0,0,378,Y,263,0,3,2007,WD ,Normal,203091
2636,955,119,RL,911,Reg,Lvl,Corner,Somerst,1Fam,1Story,6,5,2000,2009,Gable,VinylSd,VinylSd,Gd,PConc,701,412,1234,Ex,Y,SBrkr,1496,0,1317,0,2,0,2,0,Gd,5,0,0,377,Y,0,0,5,2008,WD ,Normal,209388
2637,1503,77,RL,10965,Reg,Lvl,Inside,NWAmes,1Fam,SLvl,6,6,1983,2006,Gable,HdBoard,HdBoard,TA,PConc,440,696,1363,Ex,Y,SBrkr,1489,0,1506,0,2,0,2,0,Gd,5,0,1,705,Y,127,11,5,2008,WD ,Normal,176434
2638,200,55,RL,11583,IR1,Lvl,Inside,Gilbert,1Fam,2Story,6,5,2009,1996,Gable,MetalSd,MetalSd,Gd,PConc,0,920,889,Ex,Y,SBrkr,829,895,1710,0,2,0,2,0,Gd,6,0,1,565,Y,31,10,0,2010,WD ,Normal,157602
2639,2678,17,RL,1814,Reg,Lvl,Inside,Sawyer,1Fam,1Story,3,4,1954,1967,Hip,HdBoard,HdBoard,TA,CBlock,571,535,1066,TA,Y,SBrkr,1167,0,1144,0,1,0,1,0,TA,4,1,0,374,Y,0,0,7,2006,WD ,Normal,126753
2640,1189,119,RL,8316,IR1,Lvl,Inside,NridgHt,TwnhsE,1Story,8,5,2010,2008,Gable,VinylSd,VinylSd,Ex,PConc,630,1897,1636,Ex,Y,SBrkr,1855,0,1840,0,2,0,2,0,Ex,6,0,1,706,Y,0,18,7,2008,New,Partial,410241
2641,2657,57,RL,8073,Reg,Lvl,Inside,SawyerW,1Fam,2Story,6,5,2011,2008,Gable,VinylSd,VinylSd,Ex,PConc,0,559,1024,Ex,Y,SBrkr,1533,1063,2666,0,2,0,0,0,Gd,6,0,1,704,Y,0,71,5,2006,New,Partial,410108
2642,2072,78,RL,7033,Reg,Lvl,Inside,NAmes,1Fam,SLvl,4,7,1979,1974,Gable,HdBoard,HdBoard,TA,CBlock,1108,171,1047,TA,Y,SBrkr,1147,730,1257,0,1,0,2,0,TA,5,0,1,565,Y,0,0,7,2007,WD ,Normal,108709
2643,2481,17,RL,6400,Reg,Lvl,Inside,NAmes,1Fam,1Story,4,6,1959,1974,Hip,MetalSd,MetalSd,TA,CBlock,0,781,1097,TA,Y,SBrkr,1159,0,1016,0,1,0,2,0,TA,4,0,0,378,Y,0,0,10,2006,WD ,Normal,128529
2644,1213,17,RL,6246,Reg,Lvl,Inside,NAmes,1Fam,1Story,4,7,1961,2009,Gable,MetalSd,MetalSd,TA,CBlock,0,977,1096,Gd,Y,SBrkr,1214,0,1492,0,1,0,1,0,TA,6,0,0,377,Y,32,0,4,2008,WD ,Normal,149766
2645,2592,19,RL,12368,IR1,Lvl,CulDSac,Sawyer,1Fam,1Story,6,5,1965,2006,Gable,HdBoard,Wd Sdng,TA,CBlock,501,183,866,TA,Y,SBrkr,1172,0,1031,0,1,0,1,0,TA,4,0,1,564,Y,0,0,8,2006,WD ,Normal,115580
2646,722,18,RL,7050,Reg,Lvl,Inside,NWAmes,1Fam,1Story,5,5,1953,2003,Gable,HdBoard,HdBoard,TA,PConc,1080,905,1190,Gd,Y,SBrkr,1535,0,1475,0,1,0,2,0,TA,6,0,1,561,Y,152,64,2,2009,WD ,Normal,130927
2647,75,17,RL,1034,Reg,Lvl,Inside,BrkSide,1Fam,1.5Fin,4,7,1903,1950,Gable,MetalSd,Wd Sdng,TA,CBlock,0,994,631,TA,Y,SBrkr,1183,835,2091,0,1,0,3,0,Gd,6,0,0,0,Y,0,0,6,2010,WD ,Normal,145756
2648,2001,45,RL,7913,Reg,Lvl,Inside,OldTown,1Fam,1.5Fin,4,5,1938,2004,Gable,MetalSd,MetalSd,TA,BrkTil,0,982,984,Ex,Y,SBrkr,1206,885,1797,0,2,0,2,0,TA,5,0,0,376,Y,0,10,2,2007,WD ,Normal,154332
2649,347,18,RL,8948,Reg,Lvl,Inside,NridgHt,1Fam,1Story,6,5,2005,2008,Gable,VinylSd,VinylSd,Gd,PConc,628,633,1732,Gd,Y,SBrkr,2011,0,1820,0,2,0,2,0,Gd,6,0,2,1094,Y,51,71,6,2009,WD ,Normal,285072
2650,653,18,RL,7256,IR1,Lvl,Inside,CollgCr,1Fam,2Story,6,5,2004,2000,Gable,VinylSd,VinylSd,Gd,PConc,1043,160,966,Ex,Y,SBrkr,1454,0,1848,0,2,0,2,0,Gd,6,0,1,708,Y,127,14,5,2008,WD ,Normal,216314
2651,939,119,RL,858,IR1,HLS,Inside,CollgCr,TwnhsE,1Story,6,5,2004,1978,Gable,MetalSd,MetalSd,Gd,PConc,1101,318,1006,TA,Y,SBrkr,1113,0,1023,0,2,0,0,0,TA,5,0,1,564,Y,52,0,10,2006,WD ,Normal,254572
2652,806,19,RL,6747,IR1,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,Plywood,Plywood,TA,CBlock,494,638,721,TA,Y,SBrkr,1438,0,1350,0,1,0,1,0,TA,5,0,1,707,Y,0,12,9,2009,WD ,Normal,133515
2653,2536,26,RM,1704,Reg,Lvl,Inside,OldTown,1Fam,1Story,3,5,1934,1950,Gable,MetalSd,MetalSd,TA,BrkTil,0,874,852,Ex,Y,SBrkr,787,0,938,0,1,0,2,0,TA,4,0,0,378,Y,0,53,11,2007,WD ,Normal,84671
2654,710,17,RL,6285,Reg,Lvl,Inside,NAmes,1Fam,1Story,4,7,1946,1965,Gable,Wd Sdng,Wd Sdng,TA,CBlock,613,977,1163,Gd,Y,SBrkr,1472,0,1344,0,1,0,3,0,TA,6,0,1,565,Y,0,0,4,2008,WD ,Normal,162068
2655,682,55,RL,11487,Reg,Lvl,Inside,NAmes,1Fam,2Story,7,5,2011,2008,Gable,VinylSd,VinylSd,TA,PConc,577,513,1383,Ex,Y,SBrkr,1158,997,2607,0,2,0,2,0,Gd,6,0,1,565,Y,0,55,6,2009,WD ,Normal,196060
2656,1350,18,RL,6329,Reg,Lvl,Corner,NAmes,1Fam,1Story,4,6,1963,1975,Gable,MetalSd,MetalSd,TA,CBlock,561,764,978,Gd,Y,SBrkr,1080,0,1061,0,1,0,2,0,TA,5,0,0,0,Y,0,0,5,2008,WD ,Normal,141586
2657,2645,156,RL,1238,IR1,Lvl,Inside,Somerst,Twnhs,SLvl,6,5,2010,2007,Gable,CemntBd,CmentBd,Gd,PConc,633,282,602,Ex,Y,SBrkr,944,854,1105,0,2,0,2,0,TA,4,0,1,566,Y,0,0,7,2006,WD ,Normal,132273
2658,1998,18,RL,12216,IR2,Lvl,FR2,CollgCr,1Fam,1Story,6,5,2006,2003,Gable,VinylSd,VinylSd,Gd,PConc,1096,189,1057,Ex,Y,SBrkr,1097,0,1128,0,2,0,2,0,Gd,6,0,2,707,Y,131,0,11,2007,WD ,Normal,274837
2659,196,19,RL,6797,IR1,Lvl,Inside,NAmes,1Fam,2Story,5,6,1981,1982,Gable,Plywood,Plywood,TA,CBlock,1103,359,1194,Gd,Y,SBrkr,1489,0,1792,0,2,0,1,0,TA,6,0,1,567,Y,31,58,12,2009,WD ,Normal,195049
2660,1159,17,RL,7735,Reg,Lvl,Inside,NWAmes,1Fam,1Story,5,5,1983,2008,Hip,HdBoard,HdBoard,TA,CBlock,1120,140,1301,Ex,Y,SBrkr,1525,0,1426,0,1,0,2,0,Gd,6,0,0,378,Y,125,0,7,2008,WD ,Normal,209565
2661,320,55,RL,9691,IR1,Lvl,Inside,Gilbert,1Fam,2Story,5,5,2005,2003,Gable,VinylSd,VinylSd,Gd,PConc,578,530,950,Gd,Y,SBrkr,1024,888,1668,0,2,0,2,0,Gd,6,0,1,542,Y,0,9,7,2009,WD ,Normal,177091
2662,59,18,RL,6563,Reg,Lvl,Inside,NAmes,1Fam,1Story,4,6,1962,1969,Gable,MetalSd,MetalSd,TA,CBlock,0,147,959,Ex,Y,SBrkr,1157,0,1073,0,1,0,1,0,TA,3,0,0,376,Y,0,0,6,2009,WD ,Normal,93729
2663,2511,18,RL,6945,IR1,Lvl,Inside,NAmes,1Fam,1Story,6,6,1959,2005,Gable,HdBoard,HdBoard,Gd,CBlock,1064,21,1353,Ex,Y,SBrkr,1474,0,1427,0,1,0,2,0,TA,5,0,0,378,Y,125,54,6,2006,WD ,Normal,133968
2664,2,18,RL,874,IR1,Lvl,Inside,Sawyer,1Fam,1Story,4,7,1982,1968,Gable,MetalSd,MetalSd,TA,CBlock,0,1395,1265,TA,Y,SBrkr,1053,0,1034,0,1,0,2,0,TA,4,0,0,378,Y,0,11,2,2010,WD ,Normal,142750
2665,35,26,RM,2076,Reg,Lvl,Inside,BrkSide,1Fam,1Story,4,6,1922,1950,Gable,MetalSd,MetalSd,TA,Slab,0,152,-8,TA,N,FuseF,1192,0,1037,0,2,0,1,0,TA,4,0,1,377,N,0,0,5,2010,WD ,Normal,76666
2666,852,50,RL,15786,Reg,Lvl,Inside,NWAmes,1Fam,2Story,5,6,1980,2002,Gable,Wd Sdng,Wd Sdng,TA,CBlock,538,513,801,TA,Y,SBrkr,1139,869,1805,0,2,0,2,0,TA,5,0,1,565,Y,0,0,6,2009,WD ,Normal,174266
2667,2261,54,RL,9008,Reg,Lvl,Inside,CollgCr,1Fam,2Story,7,5,2008,2005,Gable,VinylSd,VinylSd,Gd,PConc,639,207,975,Ex,Y,SBrkr,1125,1085,1875,0,2,0,2,0,Gd,5,0,1,566,Y,120,12,4,2008,WD ,Normal,196442
2668,1520,17,RL,9487,Reg,Lvl,Inside,NWAmes,1Fam,1Story,5,5,1981,1968,Gable,Plywood,Plywood,TA,CBlock,377,522,1078,Ex,Y,SBrkr,1529,0,1402,0,2,0,2,0,Gd,6,0,1,564,Y,0,11,3,2007,WD ,Normal,169875
2669,705,52,RL,9772,IR1,Lvl,Inside,Gilbert,1Fam,2Story,6,5,2004,2005,Gable,VinylSd,VinylSd,Gd,PConc,0,938,943,Ex,Y,SBrkr,1099,1130,1829,0,2,0,2,0,Gd,6,0,1,563,Y,0,9,9,2009,WD ,Normal,202913
2670,268,18,RL,6241,IR1,Lvl,Inside,NAmes,1Fam,1Story,4,7,1961,1971,Gable,Wd Sdng,Wd Sdng,TA,CBlock,1092,350,1359,TA,Y,SBrkr,1500,0,1109,0,1,0,2,0,TA,4,0,1,566,Y,0,0,7,2009,WD ,Normal,150266
2671,2345,57,RL,8941,IR1,Lvl,Inside,OldTown,1Fam,2Story,6,5,2008,1972,Gable,VinylSd,VinylSd,TA,PConc,0,748,859,Ex,Y,SBrkr,956,1130,1861,0,2,0,2,0,TA,6,0,1,566,N,30,52,2,2006,WD ,Normal,109981
2672,1403,53,RL,7787,IR1,Lvl,Inside,Gilbert,1Fam,2Story,6,5,2000,2001,Gable,VinylSd,VinylSd,Gd,PConc,1050,193,1272,Ex,Y,SBrkr,1468,0,1783,0,2,0,2,0,Gd,6,0,1,563,Y,42,10,7,2008,WD ,Normal,197486
2673,234,54,RL,8605,IR1,Lvl,Inside,Gilbert,1Fam,2Story,6,5,2010,1973,Gable,VinylSd,VinylSd,Gd,PConc,1088,259,970,Ex,Y,SBrkr,1193,1112,1861,0,2,0,2,0,TA,5,0,1,566,Y,0,10,1,2010,WD ,Normal,202118
2674,1740,17,RL,6936,Reg,Lvl,Inside,NAmes,1Fam,1.5Fin,5,6,1947,2008,Gable,Wd Sdng,Wd Sdng,TA,CBlock,0,925,1177,Ex,Y,SBrkr,1204,0,1422,0,2,0,1,0,TA,5,0,1,0,Y,0,0,9,2007,WD ,Normal,200059
2675,1595,17,RL,6948,Reg,Lvl,Inside,NridgHt,1Fam,1Story,7,5,2011,2009,Gable,VinylSd,VinylSd,Gd,CBlock,400,1900,1910,Ex,Y,SBrkr,1989,0,2331,0,2,0,2,0,Gd,6,0,2,1103,Y,0,69,6,2008,WD ,Normal,408605
2676,1392,55,RL,7301,Reg,Lvl,Corner,NAmes,1Fam,1Story,4,6,1960,1973,Gable,MetalSd,HdBoard,TA,CBlock,172,0,1967,Ex,Y,SBrkr,1476,0,1352,0,2,0,2,0,TA,4,0,0,378,Y,0,0,7,2008,WD ,Normal,125567
2677,507,119,RL,1004,Reg,Lvl,Inside,NridgHt,TwnhsE,1Story,7,5,2008,2008,Gable,VinylSd,VinylSd,Gd,PConc,957,575,1026,Ex,Y,SBrkr,1526,0,1502,0,2,0,1,0,Gd,5,0,2,559,Y,0,0,11,2009,WD ,Normal,233869
2678,2069,19,RL,11506,Reg,Lvl,Inside,NridgHt,1Fam,1Story,5,5,2011,2009,Hip,VinylSd,VinylSd,Ex,PConc,0,1820,1549,Ex,Y,SBrkr,3458,0,2552,0,2,0,2,0,Ex,6,0,2,1087,Y,31,24,7,2006,New,Partial,401298
2679,2165,18,RL,7276,Reg,Lvl,Inside,NridgHt,1Fam,1Story,7,7,2006,2009,Hip,VinylSd,VinylSd,Gd,PConc,1656,519,1780,Ex,Y,SBrkr,1940,0,1659,0,2,0,2,0,Gd,6,0,2,566,Y,40,11,7,2007,WD ,Normal,290919
2680,2295,17,RL,9418,Reg,Lvl,Inside,NridgHt,1Fam,1Story,7,5,2011,2008,Hip,VinylSd,VinylSd,Gd,PConc,1590,604,1872,Ex,Y,SBrkr,1971,0,1745,0,2,0,2,0,Gd,5,0,2,1107,Y,35,11,11,2007,New,Partial,297149
2681,2667,18,RL,8812,Reg,Lvl,Inside,SawyerW,1Fam,1Story,6,5,1986,2008,Gable,VinylSd,Plywood,TA,CBlock,610,586,1356,TA,Y,SBrkr,1187,0,1131,0,2,0,2,0,TA,6,0,0,378,Y,34,68,10,2006,New,Partial,202100
2682,866,17,RL,7430,Reg,Lvl,Inside,NWAmes,1Fam,1Story,5,5,1980,2006,Hip,HdBoard,HdBoard,TA,CBlock,0,25,1256,Ex,Y,SBrkr,1526,0,1417,0,1,0,2,0,TA,5,0,0,377,Y,270,0,12,2009,WD ,Normal,202149
2683,2544,119,FV,1116,IR1,Lvl,Inside,CollgCr,TwnhsE,1Story,6,5,2002,1997,Gable,Plywood,Wd Sdng,Gd,PConc,1087,623,908,Ex,Y,SBrkr,1535,0,1471,0,2,0,1,0,Gd,5,0,1,563,Y,50,58,5,2007,WD ,Normal,272845
2684,1525,17,RL,9159,IR1,Lvl,Corner,CollgCr,1Fam,1Story,6,5,2011,2009,Gable,VinylSd,VinylSd,Gd,PConc,1787,585,1532,Gd,Y,SBrkr,1986,0,1769,0,2,0,2,0,Gd,6,0,1,707,Y,182,12,4,2007,WD ,Normal,280739
2685,2734,17,RL,6512,Reg,Lvl,Inside,Sawyer,1Fam,1Story,6,5,2009,2007,Gable,VinylSd,VinylSd,Gd,PConc,662,598,1329,Ex,Y,SBrkr,1513,0,1453,0,1,0,2,0,Gd,6,0,0,1104,Y,41,0,12,2006,New,Partial,193469
2686,1098,17,RL,9520,Reg,Lvl,Inside,NridgHt,1Fam,1Story,8,5,2011,2009,Gable,VinylSd,VinylSd,Ex,PConc,1765,588,1790,Ex,Y,SBrkr,1977,0,1751,0,2,0,2,0,Ex,5,0,1,705,Y,127,10,7,2006,WD ,Normal,430792
2687,857,18,RL,8143,Reg,Lvl,Inside,BrkSide,1Fam,1.5Fin,4,6,1973,2005,Gable,HdBoard,HdBoard,TA,CBlock,595,233,972,TA,Y,SBrkr,903,0,1152,0,1,0,2,0,TA,4,0,0,372,Y,0,0,6,2009,WD ,Normal,124377
2688,56,18,RL,6681,IR1,Lvl,CulDSac,NAmes,1Fam,1Story,7,5,1966,2009,Gable,VinylSd,Plywood,TA,CBlock,1703,927,1605,TA,Y,SBrkr,1991,0,1816,0,2,0,2,0,TA,6,0,2,1105,Y,44,17,6,2010,WD ,Normal,393105
2689,0,58,RL,1386,Reg,Lvl,Inside,BrkSide,1Fam,1Story,6,7,1996,2007,Gable,VinylSd,VinylSd,Gd,PConc,0,1409,1712,Gd,Y,SBrkr,957,0,1483,0,2,0,2,0,Gd,6,0,1,377,Y,0,17,5,2010,WD ,Normal,105883
